Position Name,Job ,Salary,Job Type,Shift & Schedule,Company,Location,Rating,URL,Id,Posted At,Scraped At,Short Description,External Apply Link
IT Business Application Specialist,IT ,,Monday to Friday,,Charter Next Generation,"Milton, WI 53563+4 locations",3.2,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dq1AobD10Mebnx8XoQRuI2wzJeirE3bmBHOLkJIgKM9wafWKeOGuZIy8zJcNbAHDRV2sPXMmO29da6obJw83T7Sk7V43Ggvhe4x7h5KQ2S94Zq0N_W724UtDHonIh2PVM6t_UZZBriswOU6OFaYqos4l1qlDco1v8bB1mNuab7qHrviZO4entqhgGhGfrt9tgVh6BxtgFyF_P91Cv4vk6gyvWXmK6VFXKv60AFBmhHX-LtSyoSwekDgQ48DEWbQ8UfIWtAmjBxJklePxrYMQCBX3G6uSX89l7_vgbGXVwmTrhdL8aeJWcw29FUqEPddyCLS5IMPx0XzcaMQj_1KHwNhVH8QG1q_AyhhQpl94rNSKDXiweMKcuzUuws7oBIUWXRA9sSf3hv1tUV_hDOT5ADhDELxIxeux3F9JpVKWFLlSJYr5yp-3mxQHhFazH-X0jFN4Oiw3a0Qg5VmWcRAFSRSeTDuFOEhELwaFlNU6TlAi1mV1mn92NhJGCEygpjjHpNGurLn-W8eNgq_hfRsP6IkciM2LkEtIo=&xkcb=SoCg-_M3QXvpskA0RD0BbzkdCdPP&p=10&fvj=1&vjs=3,5f7b7854db45185b,EmployerActive 10 days ago,2023-04-23T17:50:10.523Z," 
 Partners with the business to identify/define/prioritize business problems with existing business applications/programs or support designs of new or enhanced…
",www.indeed.com/applystart?jk=5f7b7854db45185b
IT Data Specialist - Entry Level IT Position,IT ,,,,CACI,"Washington, DC 20005 (Downtown area)",3.8,https://www.indeed.com/rc/clk?jk=6cff578746ece25d&fccid=5fca42294cdbc080&vjs=3,6cff578746ece25d,PostedPosted 30+ days ago,2023-04-23T17:50:10.523Z," 
 IT Data Specialist - Entry Level IT Position.
 Job Category: Service Contract Act.
 Minimum Clearance Required to Start: DOJ MBI.
",www.indeed.com/applystart?jk=6cff578746ece25d
IT Specialist (InfoSec),IT ,"$147,753 - $231,971 a year",Full-time +1,,US National Credit Union Administration,"Alexandria, VA 22314 (King St. Metro-Eisenhower Ave. area)",,https://www.indeed.com/rc/clk?jk=eaa3d6e3a8095da8&fccid=fdabfab209fed62f&vjs=3,eaa3d6e3a8095da8,PostedPosted 4 days ago,2023-04-23T17:50:10.524Z," 
 Develop secure architecture/design, plan activities, system testing/implementation and provide ongoing technical support for Microsoft technologies such as…
",www.indeed.com/applystart?jk=eaa3d6e3a8095da8
I.T. Support Specialist,IT ,,Full-time,,Campaign for Tobacco-Free Kids,"Hybrid remote in Washington, DC 20005",4.0,https://www.indeed.com/rc/clk?jk=e498c0885d9f552b&fccid=a35055b7831b28e0&vjs=3,e498c0885d9f552b,PostedPosted 4 days ago,2023-04-23T17:50:10.524Z," 
 The Campaign for Tobacco-Free Kids (CTFK) IT Department provides technical oversight and supports computer equipment requirements, usage, and connectivity for…
",www.indeed.com/applystart?jk=e498c0885d9f552b
IT Telecommunications Specialist,IT ,"$62,717 a year",Full-time,Overtime,University of Maryland,"College Park, MD 20742",4.1,https://www.indeed.com/rc/clk?jk=49b38e77e8392b80&fccid=fd1f6255717cee80&vjs=3,49b38e77e8392b80,PostedPosted 10 days ago,2023-04-23T17:50:10.524Z," 
 Offers of employment are contingent on completion of a background check.
 Provide in-the-field support for the Campus Voice/Data Networks.
",www.indeed.com/applystart?jk=49b38e77e8392b80
IT Data Specialist - Entry Level IT Position,IT ,,,,CACI,"Washington, DC 20005 (Downtown area)",3.8,https://www.indeed.com/rc/clk?jk=6cff578746ece25d&fccid=5fca42294cdbc080&vjs=3,6cff578746ece25d,PostedPosted 30+ days ago,2023-04-23T17:50:17.455Z," 
 IT Data Specialist - Entry Level IT Position.
 Job Category: Service Contract Act.
 Minimum Clearance Required to Start: DOJ MBI.
",www.indeed.com/applystart?jk=6cff578746ece25d
IT Telecommunications Specialist,IT ,"$62,717 a year",Full-time,Overtime,University of Maryland,"College Park, MD 20742",4.1,https://www.indeed.com/rc/clk?jk=49b38e77e8392b80&fccid=fd1f6255717cee80&vjs=3,49b38e77e8392b80,PostedPosted 10 days ago,2023-04-23T17:50:17.456Z," 
 Offers of employment are contingent on completion of a background check.
 Provide in-the-field support for the Campus Voice/Data Networks.
",www.indeed.com/applystart?jk=49b38e77e8392b80
IT Specialist (InfoSec),IT ,"$147,753 - $231,971 a year",Full-time +1,,US National Credit Union Administration,"Alexandria, VA 22314 (King St. Metro-Eisenhower Ave. area)",,https://www.indeed.com/rc/clk?jk=eaa3d6e3a8095da8&fccid=fdabfab209fed62f&vjs=3,eaa3d6e3a8095da8,PostedPosted 4 days ago,2023-04-23T17:50:17.456Z," 
 Develop secure architecture/design, plan activities, system testing/implementation and provide ongoing technical support for Microsoft technologies such as…
",www.indeed.com/applystart?jk=eaa3d6e3a8095da8
IT Technician,IT ,From $18 an hour,Full-time,Monday to Friday +1,Comprehensive Logistics Inc.,"Watertown, SD 57201",,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFm5zqN6Wu-irn7h3xvcRS5kZLYC4bFHgKGMWqWLcTaRgi5TX6cw9-GgB1vNT4kZixWewrgTnarxbCFLO1C6ygdDA8bZiObDj9I1s2eQUOieZZ0KpUvkWFUvZr8In1sNBmAdS-XgXUHFQFXqlTNC2ATpDmKeFRV3Mn7rQ5eSIANJzPOrWfMphz_O6Q-C50fuBkq9RByBcTLAblpGfQOusrUjDo1wvXyLabk3KQXvC0lxPuynUE0Wkv7lY1HQ66R3OwHDCf_in0vlcmLYgKdQzWlMsVkH99xu1SwLNmMqYYv_eo7Mz8uCsphp-Erm4cV8tSuaoGsaPv62Ys0a4A9yG9558628fvAtzU88IsHNtLBpOPFtYp-_IekbzkYTwMNm_NyC3lQ6xMZ4Mx1jp2492_309yc4bVt6-3pQHO487hN-SIuvDU0jRx92XLZOcDM5J7y-te4mjjikbAN5meHlHPMAW4EJwKZZLG_a2L-GAhP5KRGReEvCCLoXFtAY6psQE=&xkcb=SoBD-_M3QXvom9xSaZ0IbzkdCdPP&p=3&fvj=1&vjs=3,2fd929db5b8b1698,EmployerActive 6 days ago,2023-04-23T17:50:17.456Z," 
 Support Technician*, you will be responsible for supporting the operation of all IT equipment including laser & thermal printers, windows mobile scanners,…
",www.indeed.com/applystart?jk=2fd929db5b8b1698
I.T. Support Specialist,IT ,,Full-time,,Campaign for Tobacco-Free Kids,"Hybrid remote in Washington, DC 20005",4.0,https://www.indeed.com/rc/clk?jk=e498c0885d9f552b&fccid=a35055b7831b28e0&vjs=3,e498c0885d9f552b,PostedPosted 4 days ago,2023-04-23T17:50:17.456Z," 
 The Campaign for Tobacco-Free Kids (CTFK) IT Department provides technical oversight and supports computer equipment requirements, usage, and connectivity for…
",www.indeed.com/applystart?jk=e498c0885d9f552b
Technology Specialist,IT ,"From $85,280 a year",Full-time,Monday to Friday +1,Ascension,Remote,3.6,https://www.indeed.com/rc/clk?jk=4dc90018a75b81ba&fccid=ae24f29d22570194&vjs=3,4dc90018a75b81ba,PostedPosted 30+ days ago,2023-04-23T17:50:17.456Z,"Schedule: 8-hour shift, Monday-Friday.
 Serve customers as a key point of contact.
 Manage customer expectations and ensures prompt and complete customer service.",www.indeed.com/applystart?jk=4dc90018a75b81ba
IT Support Technician- (REMOTE),IT ,,Full-time,,eXp Realty®,"Remote in Fairfax, VA+18 locations",4.3,https://www.indeed.com/rc/clk?jk=60c5c5955d5ea39d&fccid=4492415ca5d0212e&vjs=3,60c5c5955d5ea39d,PostedPosted 2 days ago,2023-04-23T17:50:17.457Z," 
 Critical to the success of this position will be the ability to effectively manage and process requests submitted to the help desk ticketing system in a prompt…
",www.indeed.com/applystart?jk=60c5c5955d5ea39d
