,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,job
19,0.0035735399779580745,0.0,0.0038043019531526626,0.0,0.0,0.010804899290614605,0.0,0.0,0.0,0.12967774910707963,0.15075871136894284,0.0,Healthcare Management 
20,0.0,0.0,0.12826843723784534,0.02469365250859751,0.00737232014883251,0.1645845007794751,0.1229249040319359,0.01138501795503081,0.03266424181271181,0.0,0.0,0.0,Healthcare Management 
21,0.006537523117872574,0.0010978310188719809,0.0,0.0,0.0,0.021145033041247603,0.0013741747775774227,0.0,0.0,0.0,0.1265864723941181,0.0,Healthcare Management 
22,0.0020936400476451525,0.02422690043431776,0.06033127663655783,0.022984042816738933,0.08714399285263552,0.0029774735601559806,0.0,0.03982311360542116,0.0,0.044577396599010416,0.0103224450391932,0.007215629875466123,Healthcare Management 
23,0.011805429471942498,0.002559755996680742,0.0,0.04988019099707359,0.0,0.14322681234871096,0.0,0.0010702126732845376,0.016114998909971572,0.0,0.0,0.0,Healthcare Management 
24,0.0,0.01217194440618479,0.0,0.0,0.030451681763931468,0.0,0.02197099589411542,0.06814152866470448,0.011317658833507514,0.11788704733741025,0.05217585299736368,0.0,Healthcare Management 
25,0.018515264378475265,0.1673619510966626,0.13240152419554924,0.0037998309655612487,0.0,0.02070687457556576,0.013725530854558783,0.0,0.034750071318285086,0.0,0.0,0.06527502752226687,Healthcare Management 
26,0.0,0.0,0.0,0.0,0.0034260787734964496,0.31269686458790985,0.0,0.08510103069565719,0.0,0.0,0.03256935133826491,0.0,Healthcare Management 
27,0.0,0.008978105305713226,0.0008077969928897265,0.0,0.02176417026306121,0.08561307506969427,0.0,0.06701670580022448,0.0,0.0039399461895501175,0.0,0.0,Healthcare Management 
28,0.009951899877317942,0.0001842231865238377,0.0,0.0015007069332066288,0.002436218490552642,0.20721461733908547,0.0,0.007754393911528544,0.04472377526501851,0.0,0.0,0.0,Healthcare Management 
29,0.0,0.0,0.0,0.0,0.0,0.2498392742396069,0.0,0.0,0.0,0.0,0.0,0.0,Healthcare Management 
30,0.0975904852710418,0.0,0.0,0.00407518591168904,0.0,0.09358047619767348,0.0,0.0,0.015144022376700466,0.10165706145102675,0.00041316317503147925,0.0,Quality Assurance
31,0.051454353237047314,0.0,0.0,0.0,0.0013504513694032898,0.11164131535422604,0.0,0.06019560441362971,0.0,0.0,0.0,0.0474694970812438,Quality Assurance
32,0.10896222859522427,0.0,0.0,0.00675789401620624,0.0,0.0,0.0,0.0,0.007815165463974132,0.07253973808525827,0.05346934934360567,0.0,Quality Assurance
33,0.1443348982467943,0.0,0.0,0.0,0.0,0.0,0.004632044160119875,0.0,0.0,0.0,0.0,0.010885750386593727,Quality Assurance
34,0.06155875025725459,0.004442163719036241,0.0,0.0,0.003646412599562192,0.17044707526435454,0.0,0.002103844910535338,0.0,0.0,0.028895640236997127,0.0,Quality Assurance
35,0.23098780159687105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014809722588326557,0.0,0.0,0.017478949241058334,Quality Assurance
36,0.07735802771675879,0.07271431713693237,0.00817633182840187,0.002989957779402909,0.12252426034248001,0.011814650925241216,0.0,0.022530486342020685,0.0,0.0,0.005433761879469613,0.044573992630412416,Quality Assurance
37,0.04464663598931832,0.009302173125499738,0.003954450743793358,0.000923047035310353,0.0,0.06096781885753113,0.031236278861769086,0.0,0.004250961179679304,0.0,0.0,0.17360865663188432,Quality Assurance
38,0.07251530717347086,0.012874159549917889,0.0,0.0,0.004473253545896899,0.0,0.02252953006942937,0.015916545379328854,0.13220749059714623,0.0,0.0,0.0,Quality Assurance
39,0.12383769921177437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10128409091008486,0.0,0.0,0.0,Quality Assurance
40,0.06279409308916307,0.003894261274668511,0.0,0.0,0.0,0.030245446488059654,0.0,0.0,0.03664841251048073,0.020088296611890634,0.0,0.0,Quality Assurance
41,0.024477993775901874,0.00600585633681035,0.008066859338487723,0.0043219793415470945,0.009973548520055038,0.0,0.003882382754578266,0.0,0.0,0.0,0.0027710847231149044,0.0,Quality Assurance
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7909210263894798,Quality Assurance
43,0.0007078921100818959,0.005518581990817532,0.003833205788533779,0.0,0.003683035566398105,0.0,0.0,0.004894638942622099,0.11914839182182221,0.0,0.0,0.0,Quality Assurance
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000578731642679,0.0,0.0,Quality Assurance
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000578731642679,0.0,0.0,Quality Assurance
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7909210263894798,Quality Assurance
47,0.07099042556225121,0.0,0.0,0.0,0.008718333166014027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Quality Assurance
48,0.006876585770069979,0.0,0.017369643495899128,0.001280684628163201,0.040811232796241645,0.0,0.0,0.0,0.10753326883226827,0.0,0.006088872242901469,0.0,Quality Assurance
49,0.09922921644940554,0.0,0.018130683659872967,0.000307393451047864,0.0,0.0,0.0,0.0,0.0,0.0696398575767211,0.0,0.0,Quality Assurance
50,0.1413186765355736,0.0,0.006246059225721252,0.0,0.004186713403752009,0.0,0.032440966161280706,0.0,0.0,0.07561121163798583,0.0,0.0,Quality Assurance
51,0.06284646536148684,0.002175826230996897,0.0,0.01807618761617896,0.015360943879249144,0.014697088185272357,0.0,2.7222290958082302e-05,0.0,0.024392710318647842,0.0,0.0,Quality Assurance
52,0.18712374453052436,0.0,0.03401204020990638,0.0,0.0,0.025039987064862625,0.0031371336678070773,0.0,0.0,0.0,0.0,0.0,Quality Assurance
53,0.14895755454066503,0.0,0.0,0.0002677902542603365,0.0,0.07565115747455936,0.0,0.0,0.024354447598088615,0.010882573044774668,0.0,0.07349129524800652,Quality Assurance
54,0.06429490869110811,0.0,0.0,0.0,0.017682507554663853,0.0,0.0,0.0,0.0,0.09663973765241292,0.0,0.03325088757208407,Quality Assurance
55,0.07148108667637607,0.004380495672879852,0.013327970120658493,0.0,0.04775272912555988,0.0,0.0,0.008099910934055925,0.0,0.0,0.0,0.0,Quality Assurance
56,0.10075509402753947,0.010909566825414834,0.0,0.0,0.00017617953349763325,0.10143723031525678,0.09759255714628544,0.006594904339882506,0.0009235252788879032,0.0,0.0,0.009238604052576909,Quality Assurance
57,0.08919251919457052,0.002716582824581007,0.014712168224955824,0.0,0.010123719649984576,0.0,0.02399943864748949,0.005580243319752013,0.03542843717568542,0.15235306177587074,9.533327432897862e-05,0.0,Quality Assurance
58,0.13540891329692464,0.040707405928354645,0.01126960000654227,0.020607834286331474,0.0,0.015581468196773677,0.0,0.0,0.0,0.0056227988478474425,0.0,0.0,Quality Assurance
59,0.07349753908624526,0.015455224867395721,0.005184381852465204,0.0006442645430677888,0.0,0.005468431894592564,0.0,0.0,0.0,0.0,0.001937502988825173,0.051562774769364675,Quality Assurance
60,0.0,0.0,0.0,0.13124649969971752,0.0,0.0,0.0,0.20109549770914875,0.0,0.0,0.0,0.003780500855066253,Marketing 
61,0.005074765442912424,0.02123751954072751,0.00596789793852812,0.0516998721190911,0.017489459775441182,0.022672824873390094,0.0,0.0068720492889423794,0.04382302665028982,0.0,0.10200037116563843,0.0,Marketing 
62,0.011501998935999739,0.0,0.0065270719232841555,0.08454602588588973,0.0,0.0766200638903601,0.07331003286267977,0.0,0.02266745319997318,0.0,0.0,0.088971415079482,Marketing 
63,0.002674344704571612,0.002596970447882734,0.0,0.10917021051345231,0.0,0.09432607252295941,0.03628017810224664,0.0,0.03663982431969711,0.0,0.04091272253257755,0.0,Marketing 
64,0.006630303809818988,0.02160593354619671,0.006981594208895756,0.34077146156633975,0.0015285550429498275,0.0320133869053237,0.0,0.039262441741714116,0.03957893824283105,0.0,0.0,0.0,Marketing 
65,0.0019320961459616752,0.008824062534834818,0.0,0.21069723491694875,0.0,0.020779392423993362,0.03215688633512737,0.04378142265744638,0.023272020412230542,0.0,0.0,0.0,Marketing 
66,0.0022510747643890703,0.0,0.003556614559069197,0.13831763666423585,0.0,0.0,0.05096000154609736,0.0,0.003208080600635607,0.0020430028123334235,0.027803833273774003,0.000541300619044585,Marketing 
67,0.0,0.006056728086861435,0.0,0.2956706318137606,0.01559420611740646,0.0,0.0,0.0009306409792702974,0.0,0.0,0.0,0.000999149127949007,Marketing 
68,0.0,0.0,0.0,0.2817715286668778,0.062094048528891284,0.010452106750374326,0.0,0.0,0.02260822708538776,0.09594200078221138,0.0816196047924739,0.0,Marketing 
69,0.012480125635133829,0.0,0.018761363270785546,0.07195553672798619,0.0,0.0421050784141542,0.0,0.0,0.028126855116162256,0.13517491245521443,0.013315281294534194,0.0,Marketing 
70,0.0,0.021418409260443062,0.0217684344590336,0.06877986638130779,0.00384104405597363,0.0024528040856184757,0.0,0.0,0.017279049756208226,0.0,0.028644631216632886,0.0,Marketing 
71,0.0,0.1434635721057552,0.052793259938763486,0.1218108128344304,0.06774873097864373,0.0,0.0,0.0,0.0,0.0,0.2627414840981159,0.0,Marketing 
72,0.0,0.0,0.0,0.6020570516615191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marketing 
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7199395847701265,0.0,Marketing 
74,0.0,0.0,0.0,0.0,0.0,0.0,0.5813138181674019,0.0,0.0,0.0,0.0,0.0,Marketing 
75,0.0,0.1434635721057552,0.052793259938763486,0.1218108128344304,0.06774873097864373,0.0,0.0,0.0,0.0,0.0,0.2627414840981159,0.0,Marketing 
76,0.0,0.0,0.0,0.0,0.0,0.0,0.5813138181674019,0.0,0.0,0.0,0.0,0.0,Marketing 
77,0.0,0.0,0.0,0.6020570516615191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marketing 
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7199395847701265,0.0,Marketing 
79,0.009892054042712276,0.0,0.026240532394357557,0.07124939540595876,0.061042550960395285,0.0,0.0,0.1367128039249826,0.05871152671233805,0.0,0.016715169396854614,0.0,Marketing 
80,0.0,0.0,0.0,0.467717265730979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045868279858082193,Marketing 
81,0.0,0.0,0.061870799645680326,0.26070516858823656,0.0,0.0,0.0,0.0,0.0,0.007115639187239434,0.06949636575638363,0.0,Marketing 
82,0.0,0.0,0.0,0.18948673380265615,0.041688635735285084,0.0,0.0,0.031370591865553354,0.0,0.0,0.0,0.0,Marketing 
83,0.0,0.0,0.0,0.4375615269739371,0.0,0.012752435155685788,0.0,0.0,0.06655464566943861,0.0,0.0,0.0,Marketing 
84,0.0023307476132180564,0.0021467318533386986,0.0,0.27168555607360806,0.0,0.0,0.0,0.0012158211037667588,0.0,0.0,0.0,0.0,Marketing 
85,0.0,0.0,0.011909404175113493,0.08322664375503352,0.13126693632634903,0.0,0.0,0.019176036287300503,0.0,0.0,0.0,0.09275690548780885,Marketing 
86,0.0008279579063328436,0.0,0.0052695752310278725,0.04144108631451961,0.07109430027333916,0.033772637359314225,0.00579244861032119,0.002440613282718905,0.0,0.0,0.0,0.0,Marketing 
87,0.0029280009310517323,0.0,0.0,0.47920277286663654,0.0,0.011849443867276075,0.023265076670226943,0.0,0.009449290464519039,0.0,0.0,0.0,Marketing 
88,0.0,0.0,0.0,0.11322913657435281,0.0,0.0,0.002318604242256724,0.007035218547473603,0.0,0.00951015060880138,0.025303926511777278,0.002174916174133714,Marketing 
89,0.0005440764122943492,0.0,0.0,0.28362000862231557,0.0,0.02786313756157211,0.0,0.0,0.009083535601858605,0.024268078622590273,0.0,0.0,Marketing 
90,0.0,0.08008594574297778,0.5821218802399225,0.0,0.0,6.246850155244935e-05,0.0,0.0,0.0,0.0,0.0,0.0,Financial Analyst 
91,0.0,0.0,0.39814532782553375,0.0,0.0,0.11137229874115549,0.045509240515462304,0.018952084371317984,0.0,0.0,0.0,0.0,Financial Analyst 
92,0.0,0.0,0.3506062277688266,0.0,0.0,0.0,0.06012194025103664,0.004541994489535478,0.0,0.0,0.0,0.005217943704570026,Financial Analyst 
93,0.0,0.00426045846539006,0.0,0.0,0.0,0.07690656944453998,0.0,0.0,0.022327901655623567,0.09143096868921903,0.03421948576296013,0.07505246210458977,Financial Analyst 
94,0.001973177345978764,0.0,0.5427992022476863,0.0,0.02464292465692278,0.0,0.004267090777639039,0.0,0.0,0.08244847888515532,0.0,0.0,Financial Analyst 
95,0.0,0.0,0.018266958726699454,0.0,0.013345326789261105,0.23021495112267915,0.0,0.011331633110967245,0.0,0.0,0.0,0.0,Financial Analyst 
96,0.001682006433399708,0.014708947770101743,0.0,0.0,0.002169586644267284,0.00803860587233598,0.0,0.005081677932429956,0.04262319662906363,0.0,0.0,0.0,Financial Analyst 
97,0.0,0.12079938089777825,0.12315029835500499,0.0,0.0,0.10640153034582836,0.0,0.0,0.0,0.0,0.04533255879553853,0.0,Financial Analyst 
98,0.008500088516000372,0.005616841084433737,0.23315862767280526,0.0023076305152976463,0.0,0.0,0.0,0.0,0.0,0.0,0.05796508052671195,0.0,Financial Analyst 
99,0.002223388896814056,0.0,0.0008811548670759323,0.0027831280454749126,0.0,0.13925334227158626,0.013678839820673694,0.0,0.0,0.0,0.0,0.006025472648831321,Financial Analyst 
100,0.0050785700396884575,0.010924660492065643,0.32930837280054515,0.0,0.0,0.0,0.0,0.048344649961552494,0.0,0.06898734788646914,0.0,0.00259873204799144,Financial Analyst 
101,0.004863381168872143,0.003779177543971281,0.08465370986614977,0.000614206566476763,0.0,0.09447228263314207,0.0,0.14190052862527935,0.04080447736700072,0.0,0.0325877532270439,0.0,Financial Analyst 
102,0.0,0.0,0.468293615102507,0.0,0.0,0.0,0.0,0.0,0.0,0.010609155180675426,0.18231008599539963,0.0,Financial Analyst 
103,0.0,0.0,0.0,0.0,0.0,0.0,0.012399934456330067,0.5477250288825768,0.0,0.0,0.0,0.0,Financial Analyst 
104,0.0,0.005134941672139129,0.35805655891873084,0.0038036831905021344,0.0,0.03609621620348862,0.018195144931059885,0.0,0.029492824289892205,0.02609185492145099,0.023925328397229956,0.0,Financial Analyst 
105,0.004059504980814569,0.0,0.5246933263792003,0.0,0.0,0.0,0.0,0.0,0.04450660435974556,0.0,0.0,0.0,Financial Analyst 
106,0.0,0.0,0.468293615102507,0.0,0.0,0.0,0.0,0.0,0.0,0.010609155180675426,0.18231008599539963,0.0,Financial Analyst 
107,0.0,0.0,0.0,0.0,0.0,0.0,0.012399934456330067,0.5477250288825768,0.0,0.0,0.0,0.0,Financial Analyst 
108,0.0,0.0,0.16589287315753964,0.0,0.0005374565320731313,0.0,0.03148581553275215,0.0,0.0,0.05584657057825161,0.0,0.0,Financial Analyst 
109,0.0,0.0,0.1337194567178574,0.0,0.0,0.08469619154413809,0.0,0.11578422813475381,0.0,0.0,0.005069799792764159,0.0047807276163004675,Financial Analyst 
110,0.0,0.0,0.2946157143816648,0.0,0.0,0.0,0.056009535895345054,0.017007155346636594,0.0,0.0,0.005771283611480681,0.0,Financial Analyst 
111,0.0,0.019706258593518308,0.2367746796189747,0.02722969901412032,0.06831741869759547,0.018355046669250075,0.0,8.889131268369153e-05,0.0,0.0,0.05325606114658806,0.0,Financial Analyst 
112,0.0,0.14286761030803174,0.3655513758361681,0.011581667988873745,0.08319243322894629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Financial Analyst 
113,0.012254753462379257,0.0,0.16583412647604479,0.03912591658845653,0.10442095579511172,0.011582729495407423,0.07401581081377999,0.0,0.0,0.0,0.03875346295031297,0.0,Financial Analyst 
114,0.0,0.0,0.34670939146533475,0.0,0.0,0.0012958847283062042,0.0,0.0,0.0,0.0,0.0,0.0,Financial Analyst 
115,0.0,0.0,0.18840959145233793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Financial Analyst 
116,0.0010754508425710927,0.0,0.4785337190361407,0.0,0.0,0.0003238077796932704,0.0,0.0,0.0,0.0,0.0,0.0,Financial Analyst 
117,0.0,0.0,0.0,0.01765320059951179,0.18972652197383016,0.021312453863389005,0.0,0.03999417593712329,0.0,0.0,0.0,0.06365706045151537,Financial Analyst 
118,0.0,0.0,0.35660519762250303,0.02442568456838901,0.0,0.014527974049351614,0.0,0.0,0.03513477012286096,0.0,0.0,0.006566344205205413,Financial Analyst 
119,0.0,0.0,0.02008982143660866,0.0,0.0,0.3219509876720667,0.0,0.022719819324148825,0.0,0.0,0.0,0.0,Financial Analyst 
120,0.0,0.5209482166113004,0.0,0.0,0.0,0.10948290779332065,0.009281066395339817,0.016187829518858787,0.022076485544643178,0.06716390262874612,0.0,0.0,Data Engineer 
121,0.0,0.4621101639362612,0.023547995873379732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data Engineer 
122,0.0,0.39719542652648226,0.02515349346418171,0.0,0.020245779976467648,0.0,0.0,0.0,0.0014140709946626904,0.0,0.0,0.0,Data Engineer 
123,0.0007292019093542905,0.5745874439041652,0.0,0.0,0.0,0.0,0.004765969264325735,0.0,0.0,0.0,0.0,0.028605430109163957,Data Engineer 
124,0.0,0.4492402781117355,0.01821591745139575,0.0,0.002264316153764393,0.0,0.0,0.0,0.0,0.0,0.021642414240190738,0.058968886905251726,Data Engineer 
125,0.0,0.41489455105997275,0.0,0.0,0.06009062117448105,0.13939177799839664,0.0,0.00847514169170127,0.0,0.0,0.017571582872649597,0.0,Data Engineer 
126,0.0,0.4547917277159869,0.0,0.0,0.0,0.004389935935816997,0.0,0.0,0.0,0.0,0.012287628972526221,0.0,Data Engineer 
127,0.009172080185177324,0.3050441225796306,0.0,0.0,0.11043046228453043,0.0,0.0,0.0,0.04114690834812351,0.0,0.0,0.0,Data Engineer 
128,0.0006318949382237973,0.25411591699576513,0.0,0.0028181117073249324,0.027915211220434145,0.13593780200134586,0.0,0.0,0.01027772661378623,0.0,0.0,0.0,Data Engineer 
129,0.005279542046925605,0.44606671250396657,0.002837645916917392,0.0,0.0,0.0,0.01604346741753403,0.0,0.0,0.05404874233595772,0.0,0.0,Data Engineer 
130,0.0,0.3996289779761226,0.0,0.0,0.07866481813247779,0.0,0.09527913714320702,0.0,0.0024124507122507883,0.0,0.0,0.0,Data Engineer 
131,0.0036404587401747046,0.20493731071686017,0.0,0.007839140571013157,0.021960540387974237,0.0,0.022501305689313838,0.009665211268950405,0.0,0.0,0.0,0.05504821266108625,Data Engineer 
132,0.0,0.2672918754803564,0.0,0.0,0.0,0.0,0.0,0.09277838169567405,0.0,0.0,0.0,0.04960254670762016,Data Engineer 
133,0.00020414463284644383,0.5392582828449679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data Engineer 
134,0.0,0.29628928318069747,0.041592745122063395,0.0,0.0,0.0,0.10852236546106854,0.01219351697765083,0.0,0.0,0.013753467780770736,0.0,Data Engineer 
135,0.0,0.03488720575011722,0.0,0.0,0.0,0.00351714561919018,0.0033100464582491067,0.0,0.005342262751686353,0.04361765799726413,0.0003288755362738715,0.0,Data Engineer 
136,0.019119569805058554,0.015301179782681662,0.003449475341556103,0.016133513005389403,0.014893375345399243,0.020349951640775285,0.0,0.008344500284471331,0.0,0.0,0.0,0.0,Data Engineer 
137,0.0,0.14303281034644755,0.0050877311962708545,0.004185873720582723,0.017930506495409573,0.0,0.0031043413493316227,0.0,0.0,0.0,0.06274076363834342,0.0,Data Engineer 
138,0.0009541776556822988,0.108084966311633,0.0,0.009770639470798275,0.006604894386603487,0.011433991721025992,0.0,0.012789791477443798,0.0004171635180705454,0.0,0.0,0.0,Data Engineer 
139,0.0,0.0,0.0,0.04593335263618426,0.0,0.0,0.042698723931516636,0.0,0.0,0.0,0.09594071837348184,0.0,Data Engineer 
140,0.0,0.0,0.0,0.0030658899650645387,0.0,0.06124044219749913,0.1446405222522812,0.0,0.0,0.0,0.005268913072998431,0.0,Data Engineer 
141,0.0,0.0031459299795945704,0.0,0.01291194105665678,0.00409584668516543,0.0,0.03023730935511095,0.0,0.0,0.18223924423769214,0.0,0.0,Data Engineer 
142,0.0,0.13801427053836024,0.0,0.0,0.0,0.0,0.0,0.0,0.08192407166860928,0.0,0.0,0.0,Data Engineer 
143,0.014961617604903974,0.02740777764451165,0.024128018051020453,0.0,0.03983281258250444,0.029613181530301465,0.0,0.1558085015913496,0.0,0.0,0.0,0.0,Data Engineer 
144,0.0,0.15890436028699512,0.0,0.0,0.0,0.07337606899769357,0.18220329283180936,0.0,0.0,0.0,0.0,0.0,Data Engineer 
145,0.008103514468507423,0.00388504938980198,0.0,0.019705452206711552,0.023603081424383377,0.017298578479370837,0.06462026120764423,0.0,0.0,0.0,0.011338144135410521,0.0,Data Engineer 
146,0.0,0.174728687764066,0.00565138566956092,0.004356876206943641,0.023727335351304616,0.0,0.03378935362502898,0.0,0.012168621122977723,0.0,0.03829885577934558,0.0,Data Engineer 
147,0.0008893557530843246,0.0037605841033480237,0.0,0.0,0.014005741554185894,0.0,0.04455828349339589,0.0,0.014321495034666875,0.0,0.04389439421693716,0.0,Data Engineer 
148,0.0026892886126820286,0.09373122193390351,0.009663884834264804,0.0,0.18886317466383148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Data Engineer 
149,0.0,0.30252920191532473,0.0,0.0,0.0,0.020471899484055183,0.0,0.001328308787588563,0.0,0.0,0.0,0.0,Data Engineer 
150,0.0,0.0,0.024674691698641022,0.0,0.3757481297478798,0.0,0.06475668611117041,0.002460520021050544,0.0,0.0,0.0006031626449887383,0.0,Software Developer 
151,0.0,0.10937510507754783,0.0,0.08041558176618299,0.06385016677153289,0.0,0.0,0.0010099005224395055,0.0,0.02418072981494663,0.0,0.0,Software Developer 
152,0.007790303162325197,0.02692252760575965,0.022566809154254516,0.0,0.17415546126984377,0.0,0.0,0.0,0.04389284543526261,0.022937244607035955,0.0,0.0,Software Developer 
153,0.0,0.0022118827454266983,0.0,0.004438334507817868,0.1708785781120469,0.004153793869972369,0.0,0.002891995375233999,0.0,0.003686543119892793,0.0,0.00041026728307167013,Software Developer 
154,0.0,0.0,0.0,0.0,0.27669459023485865,0.061373050705318545,0.0,0.017347573522514443,0.03809718212568595,0.0,0.0,0.08344169240275642,Software Developer 
155,0.0,0.0559001449254591,0.0,0.0,0.25678395759137085,0.0,0.0,0.0,0.11165560127562607,0.0,0.0,0.0,Software Developer 
156,0.0,0.013984611527082233,0.0,0.0,0.3610201272292752,0.0038092907337134462,0.0,0.0,0.0,0.0,0.0,0.0,Software Developer 
157,0.0,0.0,0.0,0.0,0.3518930266973613,0.16337625030412947,0.05673058679168012,0.006592131619184988,0.0,0.0,0.0,0.0,Software Developer 
158,0.0,0.0031427440418589987,0.0,0.0,0.19247048168088016,0.0,0.0,0.0020861829485492017,0.002076919613342564,0.04935337804164781,0.0,0.0,Software Developer 
159,0.015168867354116645,0.048571660407528694,0.012629708975329071,0.0,0.14630685104206778,0.0,0.0,0.004943534143982452,0.06267685260280907,0.023786144332969716,0.0,0.0,Software Developer 
160,0.0,0.0,0.0,0.0,0.0036876650533091875,0.08146753322644523,0.0,0.0,0.0,0.037556471832270406,0.0,0.0005258196688209389,Software Developer 
161,0.0,0.001868928344205717,0.0,0.0,0.3960782216176703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Software Developer 
162,0.002968165713627755,0.0,0.0,0.036577736008980476,0.3711020122515213,0.006041172022104119,0.0,0.0,0.0,0.0,0.010635055434349772,0.0,Software Developer 
163,1.995247543245271e-06,0.007052818352785662,0.002763952964177118,0.011397131505477788,0.1105202804336607,0.041692619626133735,0.0,0.07104104391504823,0.0,0.0,0.0,0.0,Software Developer 
164,0.0,0.00889371178030706,0.0,0.0,0.01371927288081408,0.0,0.0,0.11204898674918043,0.010392075021885614,0.0,0.0,0.0,Software Developer 
165,0.0,0.0,0.0,0.0,0.479988821702986,0.04886800287797141,0.0,0.0,0.0,0.0,0.0,0.0,Software Developer 
166,0.05624240560988737,0.0,0.0,0.0,0.2859336753278178,0.0,0.0,0.000792684226453253,0.0,0.0,0.01151728842549373,0.0,Software Developer 
167,0.0,0.0,0.0,0.0,0.20368363093602332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Software Developer 
